Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer,label
834004,0651 2444336,9835539866,0788 2219888, 0565 2443310,cmo@heclltd.com,http://redcrosskarnataka.org/,Dr. (Mrs.) Anulekha Mukherjee ,0651 2444336,9835539866,"dramukherjee@hecltd.com, cmo@heclltd.com",1
834009,6512540656,9470516651,0788 2219888, 0565 2443310,bldbnkrims@gmail.com,http://www.rimsranchi.org/,Dr. R.K Shrivastava,9470516651,9470516651,dr_ramesh9rims@yahoo.co.in,1
834008,"0651 2230355,ext 7059",9934386375,0788 2219888, 0565 2443310,kdas401@gmail.com,http://redcrosskarnataka.org/,Dr Krishna Kant Das,	,8987785602,kdas401@gmail.com,1
834008,07091494670-75,9431352561,0788 2219888, 0565 2443310,redcrosssocietyranchi@gmail.com,http://redcrosskarnataka.org/,Dr A.K. Agrawal,	,7091494670,redcrosssocietyranchi@gmail.com,1
835217,0651 7123123,9234303420,0788 2219888, 0565 2443310,jh.bb.medantarnc@gmail.com,http://redcrosskarnataka.org/,Dr. Manju Agarwal,	,9934347673,manjugrwl@yahoo.co.in,1
834001,9234460464,"09234684880, 09204759876",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. S.K. singh,9234460464,9234460464,nandkishor@arpanbloodbank.org,1
835303,0651 6456780,9534084500,0788 2219888, 0565 2443310,nirajkkmr@gmail.com,http://redcrosskarnataka.org/,Dr. Soni Praveen Tripathi,0651 6456780,9866924249,sonipraveentrpth22@gmail.com,1
834005,7549000645,9204055638,0788 2219888, 0565 2443310,devkamalhospicare@gmail.com,http://redcrosskarnataka.org/,Dr. Anirban Roy,7549000645,7549000645,devkamalhospicare@gmail.com,1
834001,0651 2460506,9031091565,0788 2219888, 0565 2443310,gnhrebloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Ramayan Singh,	,9031091565,gnhrcbloodbank@gmail.com,1
834010,0651 2260245,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Major Dr. Sudhir Dubey,0651 2260245,9822324340,bloodbankmhnamkum@gmail.com,1
834009,0651 2542437,9431767302,0788 2219888, 0565 2443310,birsabloodbankbariaturanchi@gmail.com,http://redcrosskarnataka.org/,Dr. Jitendra Kumar,	,7209494102,birsabloodbankbariaturanchi@gmail.com,1
834009,"09334439995, 09973161687","09334439995, 09973161687",0788 2219888, 0565 2443310,jharkhandbloodbank2004@gmail.com,http://redcrosskarnataka.org/,Dr. Rajkumar Chaudhary,	,7366097437,jharkhandbloodbank2004@gmail.com,1
834009,0651 6455072,9304842607,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Awadhesh Kumar Singh,9304842607,9431155254,archibloodbank@gmail.com,1
816109,06436 222050,9931204554,0788 2219888, 0565 2443310,bloodbanksbg@gmail.com,http://redcrosskarnataka.org/,Dr. MD Alimuddin Ansari,9931204554,9931204554,alimuddinrajmahal@gmail.com,1
825223,9905101190,9905101190,0788 2219888, 0565 2443310,bloodbanksimdega@gmail.com,http://redcrosskarnataka.org/,Dr. Prabhu Sahay Linda,9905101190,9905101190,bloodbanksimdega@gmail.com,1
833201,9279221139,9279221139,0788 2219888, 0565 2443310,bbchaibasa@gmail.com,http://redcrosskarnataka.org/,Dr. Braj Kishor Pandey,	,9431382818,bbchaibasa@gmail.com,1
833222,06596 245025,8986881168,0788 2219888, 0565 2443310,jh.bb.sailkiriburu@gmail.com,http://redcrosskarnataka.org/,Dr. Munna Kumar,06596 244342,8986881168,drmunakumar@gmail.com,1
833217,9234612775,9204060263,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sudakshina Sharma,	,9031005552,sudakshina@tatasteel.com,1
587101,0835 220420,9448939708,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Manika Alexander,835220420,9448939708,bagalkotbloodbankbagalkot@gmail.com,1
587102,08352 235410 ,9448939768,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. V. S. Malipatil,8352235410,9448939768,nandkishor@arpanbloodbank.org,1
587101,0835 4236030,9448037225,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. N.S . Bekinal,0835 4236030,9448037225,nandkishor@arpanbloodbank.org,1
587125,08351 270838,9448293298,0788 2219888, 0565 2443310,vijayamahantbloodbank@gmail.com ,http://redcrosskarnataka.org/,Dr. Mahalingappa. B. G.,8351270838,9448293298,vijayamahantbloodbank@gmail.com,1
587101,08353 22357,9448405435,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Abhay Suresh Watwe,08353 22357,9448405435,thejkdbloodbank@gmail.com,1
587313,08350 281999,9448987785,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Usha C. Basaraddi,08350 4281999,9448987785,mahadevrhbb@gmail.com,1
587313,08350 282100,9880723163,0788 2219888, 0565 2443310,saiaadhar2010@gmail.com,http://redcrosskarnataka.org/,Dr. Savitha Shetter,08350 282100,9880723163,saiaadhar2010@gmail.com,1
590010,0832 2473777,9448273131,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Raghavenra,0832 2473777,9448273131,medicaldirector@klehopital.org,1
590001,0831 2425835,94481610492,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vijaykumar Telsang,0831 2425835,94481610492,nandkishor@arpanbloodbank.org,1
590001,0831 2425073,9448989739,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Amit,0831 2425073,9886685302,belgaum.bims@gmail.com,1
590001,0831 2430759,9480275212,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vadindra B. Yelburgi,0831 2430759,9480275212,Shreemahaveerbb@gmail.com,1
590005,0831 2496444,9986399216,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. C. S. Hanchinamani,8312496444,9986399216,drdodamani@gmail.com,1
591237,08338 221377,9448121366,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Pankaj Deshmane,0831 2220702,9448121366,nandkishor@arpanbloodbank.org,1
591307,0831 225300,9448111151,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. B. R. Kappalguddi,0831 225300,9448111151,uajari@gmail.com,1
583104,08392 235356,9449463366,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Nagarekha Kularani,08392 235356,9740637002,vimsbloodbank@gmail.com,1
492001,0251 2442283,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
583103,0839 266938,9880080389,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. T. Raja Gopala Reddy,0839 266938,9880080389,svcbb@rocketmail.com,1
583203,0839 231901 ,9945188052,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. S. D. Sulochana,0839 231901,9945188052,bloodbank@msplimited.com,1
583201,0839 262275  ,9972233066,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sumangala,0839 262275,9972233066,nandkishor@arpanbloodbank.org,1
562123,0251 2442283,9901669103,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Iqbal Ahmed Shariff,	,9901669103,dr_ias@yahoo.com,1
560164,080 27931473,9844021613,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vidya Bhat,080 27931473,9844021613,nandkishor@arpanbloodbank.org,1
560060,080 26255555,9535408623,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Annapurna Ramesh,080 26255555,9535408623,drannapurana@bgsglobalhospitalsindia.com,1
562123,080 27723695 (Not in use),"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
560099,080 27835000 ,9901200440,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr.Girish,8884416540,9972034266,girish.cj.dr@nhhospitals.org,1
560051,080 2286 6529,9481520707,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Meenakshi Patil,080 2286 6529,9481520707,meenakshispatil@gmail.com,1
560027,080 22224044,9343773931,0788 2219888, 0565 2443310,vivekanandabloodbank@gmail.com,http://redcrosskarnataka.org/,Sri. K. Vishal Yadav,080 22224044,9343773931,vivekanandabloodbank@gmail.com,1
560092,080 43420213,9844844708,080 4342 0100, 0565 2443310,info@asterbangalore.com,http://asterbangalore.com/,Dr. Sridhar Murthy,080 43420213,9844844708,nandkishor@arpanbloodbank.org,1
560049,080 25136246,9916865999,0788 2219888,080 25073903,na,http://www.eastpoint.ac.in/,Dr. Sunitha,080 25136246,8147732899,centralab@eastpoint.ac.in,1
560002,080 2600685,9448216553,0788 2219888, 0565 2443310,uniquebb92@gmail.com,http://redcrosskarnataka.org/,Mr. Suresh Kumar,080 26700685,9448216553,uniquebb92@gmail.com,1
560 086,080 23230777,8951853537,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr.Rama Raja Gupta,	,9880271244,svbb2016@gmail.com,1
500003,080 23347714,9886747992,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Smt Gayathri C	,080 23347714,9886747992,chandrakant.bloodbank@yahoo.co.in,1
560075,080 25293486/ 9900153000/ 9900163000,9740594251,0788 2219888, 0565 2443310,na,http://www.bmstindia.org/,Dr. Ankith mathur,08025287903	,97405942510,admin@bmstindia.org,1
560004,080 26613225,9448559664,0788 2219888,9180 26712798 ,na,http://www.kimsbangalore.edu.in/hospital.html,Dr. Venkatesh Prasad,8798765432,9448559664,bngkims@kar.nic.in.,1
560024,080 22024700,9480424340,0788 2219888, 0565 2443310,na,http://www.bbh.org.in/,Dr. Neena John,08022024324	,9480424340,pathology@bbh.org.in,1
560011,080 26564516,9036586966,0788 2219888, 0565 2443310,na,http://www.sgito.org,Dr. Shanthi Jyothi,080 26564516,9916242438,bngu.sanjayagandhihospital.bb@gmail.com,1
560002,080 26700001,9591497657,0788 2219888,080 26703267.,na,http:/victoriahospitalbangalore.org,Dr. R. Sreelatha,080 26701150,95914976570,panch2001@yahoo.com,1
560054,080 22183100,9845120603,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Nanda Kishore V,080 22183100,9845120603,nandkishor@arpanbloodbank.org,1
560001,080 40128243,9686452704,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Anitha Ramakrishnan,080 4012843,9686452704,stmarthaslab@gmail.com,1
560029,080 26094082,99869900040,0788 2219888,091080 6560723,na,http://www.kmio.org,Dr. Deepa S.Anand,08026094082	,09986990040	,bngu.kidwai.bb.@gmail.com,1
560029,"080 26995435, 080 26995436, 080 26995437",080 26995435,0788 2219888, 0565 2443310,na,http://www.nimhans.ac.in,Mr. Shivanna,080 26995435,080 26995435,Shivannan71@gmail.com,1
492001,080 22065045,9591990365,0788 2219888, 0565 2443310,na,http://www.stjohns.in,Dr. Sitalaksmi,080 22065181	,9591990365,slvbs@yahoo.co.in,1
560001,080 22277979	,9845043017,0788 2219888,9180 22121282,na,http://www.mallyahospital.net,Dr SUDHINDRA SG,08022277979	,9845043017,ss_964@rediffmail.com,1
560017,080 22314632   ,9845347978,0788 2219888, 0565 2443310,na,http://www.hal-india.com,Dr. Sindha Thomas,080 25434581,9845347978,bngu.hal.bb@gmail.com,1
560047,080 40164348 ,9916065305,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Sr. Daisy,080 40164348 ,9916065305,philomenabloodbank@gmail.com,1
560003,080 23343791,8722604100,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Shantha Hosamani,080 23343791,8722604100,bloodbankkcg@gmail.com,1
560007,080 25234632,9663865587,0788 2219888, 0565 2443310,na,http://www.afmc.nic.in/,Dr. W. V. Tiwari,080 25234632,9663865587,commandobloodbank.bngu@gmail.com,1
560010,080 23013808,9945343990,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Brilsee Simeon,080 23013808,9945343990,dr.brilsee.simeon@esic.in,1
560019,080 26610916,9480436702,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sumithra P,080 26610916,9480436702,rbloodbank@gmail.com,1
560045,080 25463442,9980155789,0788 2219888, 0565 2443310,na,http://www.bramc.org,Dr. Nirmala B.G,080 25463442,9980155789,drbgn@yahoo.co.in,1
560023,080 25593796,8050780930,0788 2219888,9180 25593798,na,http://www.hosmatnet.com,Mr. Johnson,080 25543797.,8050780930,mail@hosmatnet.com,1
560032,080 23431233 ,9740330720,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mr. B. Shri Krishnappa,080 23431233 ,9740330720,bngu.grace.bb@gmail.com,1
560066,"080 28411500, 080 28004600 ",9741597101,0788 2219888,9180 28411503,na,https://wfd.sssihms.org.in/,Dr. Neha,080 28411500 ,97415971010,laboratoryblr@sssihms.org.in,1
560010,080 23521233 ,9844111233,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Shamsundar,080 23521233 ,9844111233,bngu.navaranga.bb@gmail.com,1
560052,080 22266807,9845315670,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Sri M B Deepak Suman,080 22266807,9845315670,lionsbloodbank@airtelmail.in,1
560069,080 22977213,9886812718,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Uma Devi K,080 22977213,9886812718,nanduma64@gmail.com,1
560066,080 28410874 ,9916749060,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Syed Kabber Ahmed,080 28410874,9916749060,soslekabeer@hotmail.com,1
560070,080 23147303,9448084990,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,"Dr, Keshava Murthy G. M.",080 23147303,9448084990,akshaybb02@gmail.com,1
560051,080 25591362,9449621169,0788 2219888, 0565 2443310,na,http://www.bowringhospital.org,Dr. Zaheer,080 25327714,9449621169,blchbloodbank42@gmail.com,1
560022,080 23571001,9972111552,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Narasingappa	,080 23571001,9972111552,kempegowdamst@gmail.com,1
560023,080 23103524 ,9341273805,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mr. Sri Ravi N M ,080 23103524 ,9341273805,bngu.skvoluntarybb@gmail.com,1
560029,080 22443143,9448032867,0788 2219888,080 26541799,na,http://www.igch.org/,Dr. Pradeep R,080 22443143,9448032867,igibloodbank@gmail.com,1
560074,080 65666768 ,9845128072,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Latha V,080 65666768 ,9845128072,bloodbank@rrmch.org,1
560069,080 26494748 ,9342171911,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Venugopal,080 26494748 ,9342171911,jayanagarbloodbank24hrs@gmail.com,1
560002,080 25990583,9845801539,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ravi Shankar,080 25990583,9845801539,jvbb02@gmail.com,1
560001,080 22268435,9902859859,0788 2219888, 0565 2443310,na,http://www.redcrosskarnataka.org,Dr. Arpitha Desai,080 22268435,9902859859,ircskar@vsnl.net,1
560076,080 26304050 / 51,9945683872,0788 2219888,080 41463151,na,http://www.apollohospitalsbangalore.com,Dr. Geetha Gowdar,080 26304050,9845926164,jagstarl@gmail.com,1
560040,080 23358800,9901155344,0788 2219888, 0565 2443310,vijayanagarabloodbank@gmail.com,http://redcrosskarnataka.org/,Dr. Sushil Inamdar,080 23358800,9901155344,vijayanagarabloodbank@gmail.com,1
560027,080 40206121,9008255888,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Deepthi,080 40206121,9844953958,drdeepti.hallur@hcgoncology.com,1
560051,080 25552199,9845854991,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Syed Azeezuddin,080 25552199,9845854991,oceansuh36@gmail.com,1
560050,080 28437393,9845574600,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Dhamodharan,080 28437393,9845574600,bngu.rotarykrhospital.bb@gmail.com,1
560037,080 4269800,9845453875,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. ,080 25720670,9822324340,vims@gmail.com,1
560055,080 39898968,9972461925,"080 39898969, 080 61656262",080 30925454,na,http://www.india.columbiaasia.com/,Dr. Jayashree D Kulkarni,080 39898968,9449040542,jayashree.kulkarni@columbiaasia.com,1
560078,080 42999177  ,9591991888,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mr. H.S.Kumara,080 42999177  ,9591991888,bloodbank.bsk@sagarhospitals.in,1
560076,080 66214055 ,9341960717,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Malathi Vannan,080 66214055,9341960717,care.bng@fortishospital.com,1
560052,"080 41994515, 080 22261037",9845438200,0788 2219888, 0565 2443310,na,http://www.fortishealthcare.com/,Dr. Balraj Ramaswamy,8041994515,9845438200,balaraj.r@fortishealthcare.com,1
560041,080 26536712 ,9448004502,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vijay Vishnu Prasad,080 26536712 ,09591991883	,rajaninikanth@sagarhospital.in,1
560017,080 25024357,9845768593,1800 3001 4000,080 2526 6757,bloodbank@manipalhospitals.com,https://www.manipalhospitals.com,Dr. C. Shivaram,080 25024357,9845768593,shivaram@manipalhospitals.com,1
560037,080 43221019,9845664320,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Uma Bai,080 43221019,9845664320,care@yashomatihospitals.com,1
560011,080 22446923,8123533773,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mr. Ananda Kumar,080 22446923,8123533773,lifecarevoluntarybloodbank@gmail.com,1
562107,8030847115,9980328064,080-30847101/102, 0565 2443310,bloodbanktomch@gmail.com,http://theoxfordmedical.org/,Dr. Seema H. S,8030847115,9980328064,drseemspath28@gmail.com,1
560103,080 49694916 ,7259003589,0788 2219888, 0565 2443310,na,http://www.sakraworldhospital.com,Dr. Shabnam Roohi,080 49694916 ,7259003589,rani.premkumar@sakraworldhospital.com,1
560001,080 22108108,9141334726,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Chandrakala,080 22108108,9141334726,drrajkumarappajibloodbank@gmail.com,1
560004,080 26981101,9535408623,0788 2219888, 0565 2443310,na,http://shankaracancerfoundation.org/,Dr. Nandini Inamdar,080 26610151 ,9822324340,nandiniinamdar@yahoo.co.in,1
560045,080 25466554  ,9945666554,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,080 25466554  ,9945666554,nandkishor@arpanbloodbank.org,1
560090,080 22791638,9986500570,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Lekha M B,080 22791638,9986500570,sapthagiribloodbank@gmail.com,1
585401,08482 220744,9448584999,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Veerendra Patil,08482 220744,9448584999,dsbidar@gmail.com,1
586102,08352 270108,8867225340,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Channamma Katti,08352 270108,8867225340,bjrdistricthospitalbb@gmail.com,1
586103,0835 2262770,9880336328,0788 2219888,08352 263019.,na,http://www.bldeuniversity.ac.in/,Dr. Prakash M Patil,0835 2262770,9880336328,bjr.bldemedicalcollege.bb@gmail.com,1
586101,08352 22200050  ,9845894005,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Premanand M Ambali,08352 22200050  ,9845894005,lionsclubbijapur@gmail.com,1
586101,0835 2655760,9538912222,0788 2219888, 0565 2443310,na,http://drbnmetrust.org/,Dr. Pradeep Kumar Vishwanath Hibare,0835 2655760,9538912222,bjr.drbnmayurvedicmch@gmail.com,1
586101,08352 270113,9036358995,0788 2219888,08352 270251,na,http://www.alameenmedical.org/,Dr. Saeed M Yendigeri,08352 270113,9036358995,patilbsus@yahoo.com,1
586101,08352 253604,9880883604,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. B. H. Kulkarni,08352 253604,9880883604,drkarigoudarlab@gmail.com,1
577101,08226 222067,9449843165,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sujatha,08226 222067,9449843165,drhrsujatha@gmail.com,1
571443,08226 263116  ,9535813053,0788 2219888,08224 263348,na,http://www.holrcrosskamagere.org,Dr. Shivu P,08226 263116 ,9535813053,shivap183@gmail.com,1
561207,08156 272118,9844791189,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Vikram R,08156 272118,9844791189,nandkishor@arpanbloodbank.org,1
577101,08262 238083,9449651152,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. K. R. Shivadatta,08262 238083,9449651152,nandkishor@arpanbloodbank.org,1
577101,08262 220077 ,9844964452,0788 2219888,08262 220017,na,http://holycrosscip.org/,Dr Khalid Ahmed Khan,08262 220077 ,9844964452,directorholycrossckm@gmail.com,1
577139,0826 220175,9448820970,0788 2219888,08265 251498 ,na,http://www.sharadadhanvanthari.com/,Dr. N. Balakrishna Bhat,0826 220175,9448820970,ckm.sharadadhanvanthri.bb@gmail.com,1
577501,08194 234710,8884491257,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Roopa J. H,08194 234710,8884491257,nandkishor@arpanbloodbank.org,1
577502,08194 222054 ,9449681767,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashoka Reddy B,08194 222054,9449681767,sjmbloodbank@gmail.com,1
577501,08194 222666,9886973068,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. T. K. Srinivas setty,08194 222666,98869730680,vasavibloodbankcta@gmail.com,1
574214,0825 6233939,9620570546,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Annamma Joseph,0825 6233939,9620570546,nandkishor@arpanbloodbank.org,1
576201,08254 233111,8105017014,0788 2219888, 0565 2443310,ircsbloodbankkdpr@gmail.com,http://redcrosskarnataka.org/,Dr. Chandrayya Achary,08254 233111,8105017014,ircsbloodbankkdpr@gmail.com,1
575002,0824 2238126,9448953716,0788 2219888, 0565 2443310,na,http://www.fathermuller.com/,Dr. Kirana Bialoor,8242436301,9448953716,nandkishor@arpanbloodbank.org,1
575003,0824 221790 ,9480064323,0788 2219888,0824 2217906,na,http://www.cityhospitalmangalore.in/,Dr. Shetty K. Padma,0824 221790 ,9480064323,cityhospitalmangalore@hotmail.com,1
575001,0824 2413205,9448624730,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Zulfikar Ahmed,0824 2413205,9448624730,nandkishor@arpanbloodbank.org,1
575018,0824 2204668 ,7899124567,0788 2219888,0824 2204667,na,http://www.yenepoya.edu.in,Dr. Mohamed Hafeezulla Shariff,0824 2204668 ,7899124567,nandkishor@arpanbloodbank.org,1
575004,0824 2225535 ,9448127559,0788 2219888,0824 222 5541,na,http://www.ajhospital.in,Dr. P. Aravind,0824 2225533,9448127559,nandkishor@arpanbloodbank.org,1
575001,0824 2444590 (Extn. 5059),7829131741,0788 2219888,0824 2421140,na,http://www.kmchospitalsmangalore.com/,Dr.Chakraborti,0824 2444590,7829131741,info@kmchospitalsmangalore.com,1
575021,0824 2474883,9844120545,0788 2219888,0824-2442766,na,http://www.srinivasgroup.com/,Dr. Nagaraj S Lakshmeswar,0824 2478586,9844120545,simsrc@srinivasgroup.com,1
575002,0824 2225994,7259107052,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Suchitra A Shetty,0824 2225994,7259107052,nandkishor@arpanbloodbank.org,1
575001,0824 2423755 ,9343356368,0788 2219888, 0565 2443310,na,http://www.redcrossdakshinakannada.org,Dr. B. Vasudeva,0824 2423755 ,9343356368,nandkishor@arpanbloodbank.org,1
575018,0824 220447  ,9845760054,0788 2219888, 0565 2443310,na,http://tok-a-journey.wikispaces.com/Math+as+AOK,Dr. Chandrika Rao,0824 220447  ,9845760054,nandkishor@arpanbloodbank.org,1
575018,08242 202982,7204979706,0788 2219888,0824 2202982,edu@kanachur.com,http://www.kanachurims.com/,Dr. T. Ravikumar ,0824 2202982,7204979706,edu@kanachur.com,1
574201,0824 234242 ,9449215502,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ramachandra Bhat,0824 234242 ,9449215502,rotartcampco@gmail.com,1
574102,08251 238258,"09815157018, 09501620619",0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Ashok Kumar,	,9822324340,nandkishor@arpanbloodbank.org,1
574327,0824 230326 ,9343719508,0788 2219888,08257 233408,na,http://www.kvgmedcollege.org/,Dr. Mahantha Devaru,0824 230326 ,9343719508,kvgmede@yahoo.com,1
577004,08192 272085,9901870706,0788 2219888,08192 233743,chigateridh.bb.dvg@gmail.com,http://www.chigaterihospital.org,Dr. B. K. Prakash,08192 272085,9901870706,chigateridh.bb.dvg@gmail.com,1
577001,08192 253850  ,9480577767,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. K. Jagadeshwari ,08192 253850 ,9480577767,bapujibbbh@gmail.com,1
577002,08192 236655 ,9448415081,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Mr. H. B. Kumar,08192 236655,9448415081,shubhodaya2002@yahoo.com,1
577003,08192 266016 ,9844004828,0788 2219888,08192 266310,na,http://www.ssimsrc.com/,Dr. Gowda Kavitha Umapathy,08192 266016 ,9844004828,drkavitagu@yahoo.co.in,1
577002,08192 231948,9845232378,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Devendrappa M.T,08192 231948,9845232378,lifeline.bbo@gmail.com,1
577006,08192 252550,9986886464,0788 2219888, 0565 2443310,venkateshd71@gmail.com,http://redcrosskarnataka.org/,Dr.H.D.Vishwanath,	,9822324340,venkateshd71@gmail.com,1
500008,0836 2746123,8050492523,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. V. S. Kannu,0836 2746123,8050492523,nandkishor@arpanbloodbank.org,1
580001,0836 2747747,8792145842,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Prabhu,0836 2747747,8792145842,nandkishor@arpanbloodbank.org,1
580009,0836 2477262,9886174035,0788 2219888, 0565 2443310,na,http://sdmmedicalcollege.org/,Dr Bhat Sudhir Anant,0836 2477777 ,9886174035,drjeevapriya@gmail.com,1
580022,080 2272908,9448465399,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Sujatha S. Giriyan,080 2272908,9448465399,drwd.kims.bb@gmail.com,1
580029,0836 2253450  ,9845138970,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Satish Dattatray Shetty,0836 2253450 ,9845138970,dwdmrdaignosticresearchcenterandbloodbank@gmail.com,1
580025,0836 2228217 ,9845303567,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Umeshwar R. Hallikeri,0836 2228217 ,9448793132,kctribloodbank@gmail.com,1
580021,0836 2278320 ,9900233525,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. M. J. Jeevannavar,0836 2278320 ,9900233525,nandkishor@arpanbloodbank.org,1
580029,0836 2258080 ,9448007249,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Muralidhar Rao,0836 2258080,9448007249,dwdhublilionbb@gmail.com,1
581107,0836 2358838,9916274362,0788 2219888, 0565 2443310,na,http://redcrosskarnataka.org/,Dr. Seema Shrinath Mugadi,0836 2358838,9916274362,rbloodbankhubli@gmail.com,1
